starttime,stoptime,start station name,end station name,start station latitude,start station longitude,end station latitude,end station longitude,usertype,day of week,start date,stop date,tripduration
2022-01-31 22:27:00,2022-01-31 23:08:00,Baldwin at Montgomery,Washington St,40.723659,-74.064194,40.724294,-74.035483,casual,Tuesday,04/20/2021,04/20/2021,0 days 00:41:00
2022-01-31 08:27:00,2022-01-31 08:42:00,Baldwin at Montgomery,Washington St,40.723658,-74.064194,40.7242941,-74.0354826,casual,Wednesday,04/14/2021,04/14/2021,0 days 00:15:00
2022-01-31 18:06:00,2022-01-31 18:27:00,Baldwin at Montgomery,Washington St,40.723658,-74.064194,40.7242941,-74.0354826,casual,Sunday,04/25/2021,04/25/2021,0 days 00:21:00
2022-01-31 16:56:00,2022-01-31 17:38:00,McGinley Square,Washington St,40.725339,-74.067622,40.7242941,-74.0354826,casual,Tuesday,04/06/2021,04/06/2021,0 days 00:42:00
2022-01-31 18:30:00,2022-01-31 18:48:00,McGinley Square,Washington St,40.725339,-74.067622,40.7242941,-74.0354826,casual,Tuesday,04/20/2021,04/20/2021,0 days 00:18:00
2022-01-31 16:55:00,2022-01-31 17:38:00,McGinley Square,Washington St,40.725339,-74.067622,40.7242941,-74.0354826,casual,Tuesday,04/06/2021,04/06/2021,0 days 00:43:00
2022-01-31 11:58:00,2022-01-31 12:15:00,Hilltop,Washington St,40.731168,-74.057573,40.7242941,-74.0354826,casual,Saturday,04/24/2021,04/24/2021,0 days 00:17:00
2022-01-31 20:16:00,2022-01-31 20:19:00,Newport PATH,Washington St,40.727223,-74.033758,40.7242941,-74.0354826,member,Thursday,04/08/2021,04/08/2021,0 days 00:03:00
2022-01-31 18:29:00,2022-01-31 18:53:00,Newport PATH,Washington St,40.727223,-74.033758,40.7242941,-74.0354826,member,Monday,04/26/2021,04/26/2021,0 days 00:24:00
2022-01-31 23:26:00,2022-01-31 23:28:00,Newport PATH,Washington St,40.727223,-74.033758,40.7242941,-74.0354826,member,Saturday,04/10/2021,04/10/2021,0 days 00:02:00
2022-01-31 20:24:00,2022-01-31 20:26:00,Newport PATH,Washington St,40.727223,-74.033758,40.7242941,-74.0354826,member,Tuesday,04/06/2021,04/06/2021,0 days 00:02:00
2022-01-31 18:21:00,2022-01-31 18:23:00,Newport PATH,Washington St,40.727223,-74.033758,40.7242941,-74.0354826,member,Monday,04/19/2021,04/19/2021,0 days 00:02:00
2022-01-31 16:25:00,2022-01-31 16:31:00,Newport PATH,Washington St,40.727223,-74.033758,40.7242941,-74.0354826,casual,Thursday,04/29/2021,04/29/2021,0 days 00:06:00
2022-01-31 19:54:00,2022-01-31 19:56:00,Newport PATH,Washington St,40.727223,-74.033758,40.7242941,-74.0354826,member,Thursday,04/22/2021,04/22/2021,0 days 00:02:00
2022-01-31 12:07:00,2022-01-31 12:16:00,Newport PATH,Washington St,40.727223,-74.033758,40.7242941,-74.0354826,member,Friday,04/09/2021,04/09/2021,0 days 00:09:00
2022-01-31 20:03:00,2022-01-31 20:05:00,Newport PATH,Washington St,40.727223,-74.033758,40.7242941,-74.0354826,member,Thursday,04/08/2021,04/08/2021,0 days 00:02:00
2022-01-31 15:12:00,2022-01-31 15:22:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,casual,Saturday,04/03/2021,04/03/2021,0 days 00:10:00
2022-01-31 15:46:00,2022-01-31 16:04:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,casual,Sunday,04/04/2021,04/04/2021,0 days 00:18:00
2022-01-31 12:12:00,2022-01-31 12:24:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,member,Friday,04/23/2021,04/23/2021,0 days 00:12:00
2022-01-31 16:13:00,2022-01-31 16:43:00,Marin Light Rail,Washington St,40.714584,-74.042817,40.7242941,-74.0354826,casual,Friday,04/23/2021,04/23/2021,0 days 00:30:00
2022-01-31 17:03:00,2022-01-31 17:22:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,member,Sunday,04/25/2021,04/25/2021,0 days 00:19:00
2022-01-31 06:59:00,2022-01-31 07:04:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,member,Wednesday,04/21/2021,04/21/2021,0 days 00:05:00
2022-01-31 14:51:00,2022-01-31 14:57:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,member,Friday,04/30/2021,04/30/2021,0 days 00:06:00
2022-01-31 17:56:00,2022-01-31 18:13:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,casual,Tuesday,04/20/2021,04/20/2021,0 days 00:17:00
2022-01-31 18:03:00,2022-01-31 18:09:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,member,Tuesday,04/13/2021,04/13/2021,0 days 00:06:00
2022-01-31 17:56:00,2022-01-31 18:13:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,casual,Tuesday,04/20/2021,04/20/2021,0 days 00:17:00
2022-01-31 18:16:00,2022-01-31 18:44:00,Newark Ave,Washington St,40.721525,-74.046305,40.724294,-74.035483,casual,Tuesday,04/27/2021,04/27/2021,0 days 00:28:00
2022-01-31 19:07:00,2022-01-31 19:13:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,member,Tuesday,04/20/2021,04/20/2021,0 days 00:06:00
2022-01-31 11:30:00,2022-01-31 11:35:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,member,Thursday,04/01/2021,04/01/2021,0 days 00:05:00
2022-01-31 07:02:00,2022-01-31 07:07:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,member,Wednesday,04/07/2021,04/07/2021,0 days 00:05:00
2022-01-31 18:02:00,2022-01-31 18:08:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,member,Tuesday,04/27/2021,04/27/2021,0 days 00:06:00
2022-01-31 18:02:00,2022-01-31 18:09:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,member,Tuesday,04/20/2021,04/20/2021,0 days 00:07:00
2022-01-31 18:16:00,2022-01-31 18:44:00,Newark Ave,Washington St,40.721525,-74.046305,40.724294,-74.035483,casual,Tuesday,04/27/2021,04/27/2021,0 days 00:28:00
2022-01-31 13:07:00,2022-01-31 13:19:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,casual,Sunday,04/25/2021,04/25/2021,0 days 00:12:00
2022-01-31 01:03:00,2022-01-31 01:05:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Friday,04/09/2021,04/09/2021,0 days 00:02:00
2022-01-31 20:44:00,2022-01-31 20:49:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Saturday,04/24/2021,04/24/2021,0 days 00:05:00
2022-01-31 15:32:00,2022-01-31 15:36:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Tuesday,04/20/2021,04/20/2021,0 days 00:04:00
2022-01-31 17:29:00,2022-01-31 18:34:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,casual,Saturday,04/03/2021,04/03/2021,0 days 01:05:00
2022-01-31 16:04:00,2022-01-31 16:24:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,casual,Sunday,04/04/2021,04/04/2021,0 days 00:20:00
2022-01-31 20:06:00,2022-01-31 20:09:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Sunday,04/25/2021,04/25/2021,0 days 00:03:00
2022-01-31 20:15:00,2022-01-31 20:20:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,casual,Wednesday,04/28/2021,04/28/2021,0 days 00:05:00
2022-01-31 09:40:00,2022-01-31 09:43:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Wednesday,04/21/2021,04/21/2021,0 days 00:03:00
2022-01-31 20:44:00,2022-01-31 20:49:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Saturday,04/24/2021,04/24/2021,0 days 00:05:00
2022-01-31 14:22:00,2022-01-31 14:30:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Wednesday,04/14/2021,04/14/2021,0 days 00:08:00
2022-01-31 15:15:00,2022-01-31 15:18:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Tuesday,04/13/2021,04/13/2021,0 days 00:03:00
2022-01-31 20:59:00,2022-01-31 21:04:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,casual,Wednesday,04/28/2021,04/28/2021,0 days 00:05:00
2022-01-31 18:23:00,2022-01-31 18:37:00,Warren St,Liberty Light Rail,40.721123,-74.03805,40.7112423,-74.0557013,member,Monday,04/05/2021,04/05/2021,0 days 00:14:00
2022-01-31 19:51:00,2022-01-31 20:01:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,casual,Thursday,04/08/2021,04/08/2021,0 days 00:10:00
2022-01-31 19:13:00,2022-01-31 19:46:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Friday,04/23/2021,04/23/2021,0 days 00:33:00
2022-01-31 22:35:00,2022-01-31 22:39:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,casual,Wednesday,04/07/2021,04/07/2021,0 days 00:04:00
2022-01-31 18:02:00,2022-01-31 19:45:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,casual,Sunday,04/18/2021,04/18/2021,0 days 01:43:00
2022-01-31 19:08:00,2022-01-31 19:13:00,Newport Pkwy,Washington St,40.728745,-74.032108,40.724294,-74.035483,member,Wednesday,04/21/2021,04/21/2021,0 days 00:05:00
2022-01-31 11:13:00,2022-01-31 11:18:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Sunday,04/25/2021,04/25/2021,0 days 00:05:00
2022-01-31 19:03:00,2022-01-31 19:06:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Thursday,04/29/2021,04/29/2021,0 days 00:03:00
2022-01-31 15:31:00,2022-01-31 15:36:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Sunday,04/25/2021,04/25/2021,0 days 00:05:00
2022-01-31 14:35:00,2022-01-31 14:39:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Wednesday,04/28/2021,04/28/2021,0 days 00:04:00
2022-01-31 19:00:00,2022-01-31 19:20:00,Newport Pkwy,Washington St,40.728744,-74.032108,40.7242941,-74.0354826,member,Monday,04/05/2021,04/05/2021,0 days 00:20:00
2022-01-31 14:05:00,2022-01-31 14:09:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,member,Wednesday,04/28/2021,04/28/2021,0 days 00:04:00
2022-01-31 08:19:00,2022-01-31 08:23:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,member,Wednesday,04/14/2021,04/14/2021,0 days 00:04:00
2022-01-31 20:09:00,2022-01-31 20:25:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,casual,Wednesday,04/14/2021,04/14/2021,0 days 00:16:00
2022-01-31 18:14:00,2022-01-31 19:01:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,casual,Friday,04/23/2021,04/23/2021,0 days 00:47:00
2022-01-31 11:57:00,2022-01-31 12:00:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,member,Wednesday,04/21/2021,04/21/2021,0 days 00:03:00
2022-01-31 17:20:00,2022-01-31 17:25:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,casual,Monday,04/26/2021,04/26/2021,0 days 00:05:00
2022-01-31 18:28:00,2022-01-31 18:35:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,member,Friday,04/09/2021,04/09/2021,0 days 00:07:00
2022-01-31 13:52:00,2022-01-31 14:18:00,Harborside,Washington St,40.719252,-74.034234,40.724294,-74.035483,casual,Thursday,04/22/2021,04/22/2021,0 days 00:26:00
2022-01-31 13:29:00,2022-01-31 13:57:00,Harborside,Washington St,40.719252,-74.034234,40.724294,-74.035483,member,Sunday,04/04/2021,04/04/2021,0 days 00:28:00
2022-01-31 06:02:00,2022-01-31 06:06:00,Newark Ave,Washington St,40.721525,-74.046304,40.7242941,-74.0354826,member,Saturday,04/24/2021,04/24/2021,0 days 00:04:00
2022-01-31 20:01:00,2022-01-31 20:37:00,Oakland Ave,Washington St,40.737603,-74.052478,40.7242941,-74.0354826,casual,Sunday,04/11/2021,04/11/2021,0 days 00:36:00
2022-01-31 19:23:00,2022-01-31 19:59:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,casual,Thursday,04/08/2021,04/08/2021,0 days 00:36:00
2022-01-31 18:22:00,2022-01-31 18:31:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,member,Saturday,04/03/2021,04/03/2021,0 days 00:09:00
2022-01-31 12:59:00,2022-01-31 13:02:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,member,Friday,04/09/2021,04/09/2021,0 days 00:03:00
2022-01-31 17:56:00,2022-01-31 18:01:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,member,Tuesday,04/20/2021,04/20/2021,0 days 00:05:00
2022-01-31 19:23:00,2022-01-31 19:59:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,casual,Thursday,04/08/2021,04/08/2021,0 days 00:36:00
2022-01-31 14:25:00,2022-01-31 15:01:00,Harborside,Washington St,40.719251,-74.034234,40.7242941,-74.0354826,member,Thursday,04/22/2021,04/22/2021,0 days 00:36:00
2022-01-31 21:57:00,2022-01-31 23:43:00,Harborside,Washington St,40.719252,-74.034234,40.724294,-74.035483,casual,Wednesday,04/07/2021,04/07/2021,0 days 01:46:00
2022-01-31 19:44:00,2022-01-31 19:58:00,Grove St PATH,Washington St,40.719586,-74.043117,40.7242941,-74.0354826,member,Friday,04/09/2021,04/09/2021,0 days 00:14:00
2022-01-31 05:59:00,2022-01-31 06:04:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Wednesday,04/28/2021,04/28/2021,0 days 00:05:00
2022-01-31 14:06:00,2022-01-31 14:11:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Wednesday,04/21/2021,04/21/2021,0 days 00:05:00
2022-01-31 15:29:00,2022-01-31 15:48:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Wednesday,04/28/2021,04/28/2021,0 days 00:19:00
2022-01-31 21:42:00,2022-01-31 21:49:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,casual,Friday,04/02/2021,04/02/2021,0 days 00:07:00
2022-01-31 16:10:00,2022-01-31 16:15:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Thursday,04/08/2021,04/08/2021,0 days 00:05:00
2022-01-31 08:58:00,2022-01-31 09:16:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,casual,Saturday,04/10/2021,04/10/2021,0 days 00:18:00
2022-01-31 08:58:00,2022-01-31 09:16:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Saturday,04/10/2021,04/10/2021,0 days 00:18:00
2022-01-31 20:01:00,2022-01-31 20:06:00,Grove St PATH,Washington St,40.719586,-74.043117,40.7242941,-74.0354826,member,Tuesday,04/06/2021,04/06/2021,0 days 00:05:00
2022-01-31 13:32:00,2022-01-31 13:40:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Friday,04/02/2021,04/02/2021,0 days 00:08:00
2022-01-31 06:17:00,2022-01-31 06:21:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Friday,04/23/2021,04/23/2021,0 days 00:04:00
2022-01-31 20:25:00,2022-01-31 20:30:00,Essex Light Rail,Washington St,40.712774,-74.036485,40.7242941,-74.0354826,member,Saturday,04/24/2021,04/24/2021,0 days 00:05:00
2022-01-31 06:02:00,2022-01-31 06:09:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Monday,04/12/2021,04/12/2021,0 days 00:07:00
2022-01-31 11:46:00,2022-01-31 11:53:00,Essex Light Rail,Washington St,40.712774,-74.036485,40.7242941,-74.0354826,member,Sunday,04/04/2021,04/04/2021,0 days 00:07:00
2022-01-31 11:53:00,2022-01-31 12:16:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Monday,04/26/2021,04/26/2021,0 days 00:23:00
2022-01-31 21:03:00,2022-01-31 21:07:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Sunday,04/18/2021,04/18/2021,0 days 00:04:00
2022-01-31 11:32:00,2022-01-31 11:36:00,Jersey & 6th St,Washington St,40.725289,-74.045571,40.7242941,-74.0354826,member,Thursday,04/22/2021,04/22/2021,0 days 00:04:00
2022-01-31 09:20:00,2022-01-31 09:25:00,Jersey & 6th St,Washington St,40.725289,-74.045571,40.7242941,-74.0354826,member,Friday,04/30/2021,04/30/2021,0 days 00:05:00
2022-01-31 17:48:00,2022-01-31 18:34:00,McGinley Square,Washington St,40.725339,-74.067622,40.7242941,-74.0354826,casual,Wednesday,04/14/2021,04/14/2021,0 days 00:46:00
2022-01-31 08:42:00,2022-01-31 09:01:00,Communipaw & Berry Lane,Washington St,40.714358,-74.06661,40.7242941,-74.0354826,member,Saturday,04/10/2021,04/10/2021,0 days 00:19:00
2022-01-31 14:47:00,2022-01-31 14:57:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Saturday,04/03/2021,04/03/2021,0 days 00:10:00
2022-01-31 17:32:00,2022-01-31 17:43:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Saturday,04/24/2021,04/24/2021,0 days 00:11:00
2022-01-31 18:46:00,2022-01-31 18:52:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Tuesday,04/06/2021,04/06/2021,0 days 00:06:00
2022-01-31 19:16:00,2022-01-31 19:23:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Monday,04/26/2021,04/26/2021,0 days 00:07:00
2022-01-31 17:32:00,2022-01-31 17:43:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,casual,Saturday,04/24/2021,04/24/2021,0 days 00:11:00
2022-01-31 19:36:00,2022-01-31 19:53:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Tuesday,04/27/2021,04/27/2021,0 days 00:17:00
2022-01-31 19:37:00,2022-01-31 19:53:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Tuesday,04/27/2021,04/27/2021,0 days 00:16:00
2022-01-31 12:12:00,2022-01-31 12:30:00,Paulus Hook,Washington St,40.714145,-74.033552,40.724294,-74.035483,casual,Saturday,04/24/2021,04/24/2021,0 days 00:18:00
2022-01-31 18:16:00,2022-01-31 18:24:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Thursday,04/29/2021,04/29/2021,0 days 00:08:00
2022-01-31 18:12:00,2022-01-31 18:39:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Wednesday,04/28/2021,04/28/2021,0 days 00:27:00
2022-01-31 09:41:00,2022-01-31 09:54:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,casual,Friday,04/09/2021,04/09/2021,0 days 00:13:00
2022-01-31 20:02:00,2022-01-31 20:28:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,casual,Sunday,04/25/2021,04/25/2021,0 days 00:26:00
2022-01-31 18:20:00,2022-01-31 18:34:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Friday,04/09/2021,04/09/2021,0 days 00:14:00
2022-01-31 21:18:00,2022-01-31 21:24:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Monday,04/26/2021,04/26/2021,0 days 00:06:00
2022-01-31 14:37:00,2022-01-31 14:56:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Saturday,04/10/2021,04/10/2021,0 days 00:19:00
2022-01-31 14:36:00,2022-01-31 15:11:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,casual,Sunday,04/25/2021,04/25/2021,0 days 00:35:00
2022-01-31 01:02:00,2022-01-31 01:13:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,member,Monday,04/05/2021,04/05/2021,0 days 00:11:00
2022-01-31 01:03:00,2022-01-31 01:13:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,casual,Monday,04/05/2021,04/05/2021,0 days 00:10:00
2022-01-31 12:47:00,2022-01-31 13:00:00,City Hall,Washington St,40.717732,-74.043845,40.7242941,-74.0354826,casual,Saturday,04/10/2021,04/10/2021,0 days 00:13:00
2022-01-31 12:12:00,2022-01-31 12:31:00,Paulus Hook,Washington St,40.714145,-74.033552,40.724294,-74.035483,casual,Saturday,04/24/2021,04/24/2021,0 days 00:19:00
2022-01-31 20:05:00,2022-01-31 20:28:00,Paulus Hook,Washington St,40.714145,-74.033551,40.7242941,-74.0354826,casual,Sunday,04/25/2021,04/25/2021,0 days 00:23:00
2022-01-31 15:02:00,2022-01-31 15:30:00,Monmouth and 6th,Washington St,40.725685,-74.04879,40.7242941,-74.0354826,member,Tuesday,04/06/2021,04/06/2021,0 days 00:28:00
2022-01-31 22:26:00,2022-01-31 23:06:00,Baldwin at Montgomery,Washington St,40.723659,-74.064194,40.724294,-74.035483,casual,Tuesday,04/20/2021,04/20/2021,0 days 00:40:00
2022-01-31 15:03:00,2022-01-31 15:27:00,Sip Ave,Washington St,40.730897,-74.063912,40.7242941,-74.0354826,member,Saturday,04/03/2021,04/03/2021,0 days 00:24:00
2022-01-31 18:28:00,2022-01-31 19:37:00,Sip Ave,Washington St,40.730897,-74.063912,40.7242941,-74.0354826,member,Tuesday,04/20/2021,04/20/2021,0 days 01:09:00
2022-01-31 18:15:00,2022-01-31 05:47:00,Sip Ave,Washington St,40.730897,-74.063912,40.7242941,-74.0354826,casual,Wednesday,04/07/2021,04/08/2021,-1 days +11:32:00
2022-01-31 12:13:00,2022-01-31 12:24:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,member,Friday,04/23/2021,04/23/2021,0 days 00:11:00
2022-01-31 19:21:00,2022-01-31 19:30:00,Montgomery St,Washington St,40.71942,-74.05099,40.724294,-74.035483,member,Friday,04/09/2021,04/09/2021,0 days 00:09:00
2022-01-31 18:16:00,2022-01-31 05:47:00,Sip Ave,Washington St,40.730897,-74.063913,40.724294,-74.035483,casual,Wednesday,04/07/2021,04/08/2021,-1 days +11:31:00
2022-01-31 19:57:00,2022-01-31 20:09:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,member,Wednesday,04/14/2021,04/14/2021,0 days 00:12:00
2022-01-31 15:12:00,2022-01-31 15:22:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,member,Saturday,04/03/2021,04/03/2021,0 days 00:10:00
2022-01-31 14:49:00,2022-01-31 14:55:00,City Hall,Washington St,40.717732,-74.043845,40.7242941,-74.0354826,member,Tuesday,04/13/2021,04/13/2021,0 days 00:06:00
2022-01-31 12:01:00,2022-01-31 12:24:00,Heights Elevator,Washington St,40.748715,-74.040443,40.7242941,-74.0354826,member,Monday,04/26/2021,04/26/2021,0 days 00:23:00
2022-01-31 18:47:00,2022-01-31 19:10:00,Jersey & 6th St,Washington St,40.725289,-74.045571,40.7242941,-74.0354826,member,Thursday,04/08/2021,04/08/2021,0 days 00:23:00
2022-01-31 11:32:00,2022-01-31 12:04:00,Newport PATH,Washington St,40.727223,-74.033758,40.7242941,-74.0354826,casual,Sunday,04/04/2021,04/04/2021,0 days 00:32:00
2022-01-31 19:26:00,2022-01-31 19:39:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,member,Saturday,04/24/2021,04/24/2021,0 days 00:13:00
2022-01-31 06:22:00,2022-01-31 06:32:00,Brunswick St,Washington St,40.724176,-74.050656,40.7242941,-74.0354826,member,Tuesday,04/06/2021,04/06/2021,0 days 00:10:00
2022-01-31 15:29:00,2022-01-31 15:51:00,Brunswick St,Washington St,40.724176,-74.050656,40.7242941,-74.0354826,casual,Wednesday,04/28/2021,04/28/2021,0 days 00:22:00
2022-01-31 16:54:00,2022-01-31 17:02:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,member,Sunday,04/18/2021,04/18/2021,0 days 00:08:00
2022-01-31 19:38:00,2022-01-31 19:47:00,Essex Light Rail,Washington St,40.712774,-74.036485,40.7242941,-74.0354826,casual,Thursday,04/08/2021,04/08/2021,0 days 00:09:00
2022-01-31 14:49:00,2022-01-31 14:58:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Saturday,04/24/2021,04/24/2021,0 days 00:09:00
2022-01-31 08:03:00,2022-01-31 08:08:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Saturday,04/24/2021,04/24/2021,0 days 00:05:00
2022-01-31 10:29:00,2022-01-31 10:36:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Monday,04/05/2021,04/05/2021,0 days 00:07:00
2022-01-31 20:25:00,2022-01-31 20:30:00,Essex Light Rail,Washington St,40.712774,-74.036485,40.7242941,-74.0354826,member,Sunday,04/18/2021,04/18/2021,0 days 00:05:00
2022-01-31 14:35:00,2022-01-31 15:01:00,Liberty Light Rail,Washington St,40.711242,-74.055701,40.7242941,-74.0354826,member,Sunday,04/25/2021,04/25/2021,0 days 00:26:00
2022-01-31 06:06:00,2022-01-31 06:10:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Friday,04/30/2021,04/30/2021,0 days 00:04:00
2022-01-31 14:15:00,2022-01-31 14:24:00,JC Medical Center,Washington St,40.716539,-74.049637,40.7242941,-74.0354826,member,Friday,04/30/2021,04/30/2021,0 days 00:09:00
2022-01-31 19:03:00,2022-01-31 19:35:00,JC Medical Center,Washington St,40.716539,-74.049637,40.7242941,-74.0354826,casual,Tuesday,04/13/2021,04/13/2021,0 days 00:32:00
2022-01-31 15:56:00,2022-01-31 16:09:00,JC Medical Center,Washington St,40.716539,-74.049637,40.7242941,-74.0354826,member,Saturday,04/24/2021,04/24/2021,0 days 00:13:00
2022-01-31 15:56:00,2022-01-31 16:08:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Friday,04/09/2021,04/09/2021,0 days 00:12:00
2022-01-31 04:47:00,2022-01-31 04:54:00,Hamilton Park,Washington St,40.727595,-74.044247,40.7242941,-74.0354826,member,Friday,04/23/2021,04/23/2021,0 days 00:07:00
2022-01-31 19:37:00,2022-01-31 19:49:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,member,Friday,04/02/2021,04/02/2021,0 days 00:12:00
2022-01-31 19:08:00,2022-01-31 19:18:00,Montgomery St,Washington St,40.71942,-74.05099,40.7242941,-74.0354826,member,Friday,04/09/2021,04/09/2021,0 days 00:10:00
