starttime,stoptime,start station name,end station name,start station latitude,start station longitude,end station latitude,end station longitude,usertype,day of week,start date,stop date,tripduration
2022-01-31 14:09:00,2022-01-31 14:29:00,Jersey & 6th St,Heights Elevator,40.725289,-74.045572,40.748716,-74.040443,member,Saturday,04/10/2021,04/10/2021,0 days 00:20:00
2022-01-31 15:37:00,2022-01-31 15:44:00,Journal Square,Oakland Ave,40.73367,-74.0625,40.7376037,-74.0524783,member,Friday,04/30/2021,04/30/2021,0 days 00:07:00
2022-01-31 23:47:00,2022-01-31 00:03:00,Newark Ave,McGinley Square,40.721525,-74.046304,40.7253399253558,-74.06762212514877,member,Friday,04/30/2021,05/01/2021,-1 days +00:16:00
2022-01-31 19:48:00,2022-01-31 20:30:00,Heights Elevator,W 15 St & 6 Ave,40.748715,-74.040443,40.738046142482766,-73.99642959237099,member,Saturday,04/03/2021,04/03/2021,0 days 00:42:00
2022-01-31 23:03:00,2022-01-31 20:31:00,Paulus Hook,Paulus Hook,40.714145,-74.033551,40.7141454,-74.0335519,member,Thursday,04/08/2021,04/09/2021,-1 days +21:28:00
2022-01-31 20:10:00,2022-01-31 20:56:00,Bergen Ave,Journal Square,40.722103,-74.071455,40.73367,-74.0625,member,Monday,04/19/2021,04/19/2021,0 days 00:46:00
2022-01-31 16:15:00,2022-01-31 16:43:00,Harborside,York St,40.719252,-74.034234,40.71649,-74.04105,casual,Thursday,04/01/2021,04/01/2021,0 days 00:28:00
2022-01-31 12:15:00,2022-01-31 12:27:00,Warren St,Monmouth and 6th,40.721124,-74.038051,40.725685,-74.04879,member,Wednesday,04/07/2021,04/07/2021,0 days 00:12:00
2022-01-31 16:26:00,2022-01-31 16:46:00,Heights Elevator,York St,40.748715,-74.040443,40.71649,-74.04105,member,Thursday,04/01/2021,04/01/2021,0 days 00:20:00
2022-01-31 06:42:00,2022-01-31 06:45:00,Newark Ave,JC Medical Center,40.721525,-74.046305,40.71654,-74.049638,member,Monday,04/19/2021,04/19/2021,0 days 00:03:00
